OD,T_star,T_k,Var_star,Var_k,PT_star,PT_k,PoR,VarRed,PTgain
Malibu→Long Beach,3160.89,3257.16,293820.6557,186412.983,4052.566,3967.3981,0.0305,0.3656,0.021
