T_star,T_k,Var_star,Var_k,PT_star,PT_k,PoR,VarRed,PTgain
2935.505,3056.8900000000003,413003.486175,298752.330775,3992.6699628495567,3956.0180642296846,0.04135063643223234,0.2766348450424192,0.009179796717711611
2273.6299999999997,2472.7599999999998,392846.6738,200210.351625,3304.6745773436005,3208.8131344651965,0.08758241226584806,0.4903600692647636,0.029007831371844293
2589.085,2716.4049999999997,578246.5712,228756.10062500002,3839.98454745834,3503.1830673060003,0.0491756740315593,0.6043969614030285,0.0877090717396939
1497.715,1726.875,131004.52685,126730.75512499998,2093.1153063227894,2312.4828821507854,0.1530064131026264,0.032623084314433504,-0.1048043436333107
1982.8700000000001,2174.04,162742.879225,175065.425125,2646.4860785837177,2862.3214954826826,0.09641075814349899,-0.07571788061438611,-0.08155547034446162
3073.1699999999996,3120.585,475157.71895,353146.17375,4207.096217362344,4098.144397081243,0.01542869414968922,0.25678114936156393,0.025897154391540937
1888.3749999999998,1956.3049999999998,159674.90000000002,108306.37759999999,2545.7061732091365,2497.673419327393,0.035972727874495306,0.3217069332750484,0.01886814526642454
2148.175,2177.2,370014.30912499997,108295.61007499998,3148.80878458354,2718.5415079718177,0.013511469037671342,0.7073204808454717,0.1366444601902459
1290.0649999999998,1327.9,79421.08842500001,61335.72075000001,1753.6547440682446,1735.3015141632623,0.029327979597927444,0.22771493105484975,0.010465703107788058
1833.77,1833.77,252308.21264999997,252308.21264999997,2660.0582857309646,2660.0582857309646,0.0,0.0,0.0
2050.8849999999998,2278.37,216347.75484999997,224070.27935000003,2816.0271000820508,3057.0482247360483,0.11092040753138287,-0.03569496020587004,-0.0855890643406716
2814.86,3244.135,873823.148275,272367.91475,4352.581458785971,4102.642068410837,0.15250314402847745,0.6883031591830944,0.057423253933735166
1772.1,1849.8149999999998,137380.51935,131943.75807500002,2381.817245839482,2447.3458426724947,0.04385474860335191,0.03957447024311289,-0.027512017115283262
2434.72,2572.1349999999998,281158.19922500005,339356.30777500005,3306.9706039309062,3530.418179830912,0.05643975487941118,-0.20699417164578682,-0.06756866106835047
2094.02,2222.77,224907.417875,122811.491675,2874.151460367544,2799.251540693058,0.061484608551971805,0.4539464601240646,0.026059837384112
902.0949999999999,1084.995,57147.99427499999,45200.96265,1295.3428877349588,1434.730521437223,0.20275026466170415,0.20905425949876855,-0.1076067464623192
1233.26,1293.85,116189.64000000001,105884.73255,1793.984594235887,1829.1319195513834,0.0491299482671942,0.08869041551381007,-0.01959176540781091
1995.3150000000003,2167.015,427541.33247499994,150687.27775,3070.925307783754,2805.578654441312,0.08605157581634958,0.6475492161712545,0.0864060915678665
1177.395,1177.395,87526.39355,87526.39355,1664.065945409872,1664.065945409872,0.0,0.0,0.0
1922.2150000000001,1943.04,177818.02557499998,222392.43045,2615.8864082738237,2718.7973567865542,0.010833855734139947,-0.2506742763050165,-0.0393407558475139
2571.065,2571.065,198831.543675,198831.543675,3304.5792316091365,3304.5792316091365,0.0,0.0,0.0
2196.325,2312.2650000000003,163388.96599999996,128622.455725,2861.2570466936077,2902.2273553695977,0.05278818025565457,0.21278370948868086,-0.014318989174123399
1563.875,1660.0099999999998,168839.79715,91572.44075,2239.8074759787983,2157.802440662289,0.061472304372152356,0.4576371075082164,0.036612537548868125
3059.7299999999996,3170.545,328352.66469999996,325623.82327500003,4002.348968350848,4109.238883210992,0.03621724792710485,0.008310702845957252,-0.026706795360772247
616.7449999999999,654.0450000000001,44772.64829999999,53078.905125000005,964.8195690452083,1033.034240270589,0.06047880404381096,-0.1855207842373714,-0.07070199798381617
2007.0700000000002,2158.7349999999997,334223.242325,407329.8952499999,2958.0781226322456,3208.613507158748,0.07556537639444538,-0.21873599339303484,-0.08469532383531618
1214.345,1214.345,109084.67747499997,109084.67747499997,1757.6550996339815,1757.6550996339815,0.0,0.0,0.0
876.86,887.905,80630.76382500002,139535.111125,1343.9669071203568,1502.384860599213,0.012596081472526924,-0.7305443295544765,-0.11787340345923358
490.92499999999995,520.795,57917.63617500001,87867.24744999998,886.8120690366817,1008.4126455799012,0.06084432448948415,-0.517106934138442,-0.13712102122754227
2683.6950000000006,2755.1200000000003,856903.6235,394581.16675,4206.456513757683,3788.4381996629445,0.026614425260694567,0.5395267846594654,0.09937540367469937
1724.7350000000001,1797.4850000000001,242298.69772500003,341260.5406250001,2534.4672603869094,2758.453029876523,0.04218039292992836,-0.40842911591839437,-0.08837587803577315
697.99,737.2249999999999,39456.475475,39299.929000000004,1024.7471101708988,1063.3332494697504,0.05621140704021533,0.003967573715477624,-0.03765430408719715
988.3050000000001,1057.1799999999998,103385.547425,111006.59125,1517.2320989188734,1605.2553698965874,0.06969002484050953,-0.07371478910559137,-0.058015692549898135
1542.175,1673.095,109564.46465000001,105105.30042500001,2086.6786092208354,2206.403138492711,0.08489308930568844,0.04069900071382315,-0.05737564411827697
2511.7149999999997,2601.1,228913.16777500004,163649.17777500002,3298.7631273901516,3266.5613184014487,0.03558723820178652,0.2851036951450008,0.009761782748608453
3014.745,3175.0849999999996,247136.66932500002,179848.00447499997,3832.5212564480476,3872.704664508865,0.05318526110831918,0.27227309097344554,-0.010484849364686633
2716.5849999999996,2789.1049999999996,126999.16967500001,119459.84707500001,3302.8127101261857,3357.665755488036,0.026695281023785374,0.05936513301066193,-0.016607979372755533
1178.495,1448.44,111173.30937500001,106826.996725,1726.9817860773715,1986.098370912951,0.22905909655959525,0.03909492911953716,-0.15004013761148646
2786.8299999999995,2811.78,235859.37985000003,284876.267225,3585.7301053689976,3689.779032469587,0.008952824535404288,-0.20782250596170204,-0.029017501050844455
577.51,624.72,37438.262774999996,49765.251449999996,895.8005512667936,991.6886833436693,0.08174750220775404,-0.329261770213108,-0.1070418319583257
2548.8250000000003,2773.3399999999997,215925.90450000003,235311.361925,3313.220771655373,3571.3114457003444,0.08808568654183767,-0.08977828514781083,-0.07789721598178391
718.0,820.98,61276.65275000001,41429.614925,1125.2052974333938,1155.8076776603498,0.14342618384401118,0.32389232985641503,-0.02719715264117616
2748.555,2933.145,365558.8219750001,297772.66244999995,3743.146027123661,3830.7976437917177,0.06715892532621692,0.18543160621530808,-0.02341656350912141
1283.215,1477.87,88110.73335,101426.611975,1771.5077884102259,2001.7621145328008,0.15169320807503028,-0.15112663484601452,-0.12997646842366303
832.825,832.825,36429.18525,36429.18525,1146.7967917522708,1146.7967917522708,0.0,0.0,0.0
1441.8899999999999,1579.725,83733.865625,82648.09795000001,1917.9004344737523,2052.639177473195,0.09559328381499285,0.012966888210590666,-0.07025325224268664
1715.3850000000002,1839.16,153254.177825,137112.896875,2359.364531156772,2448.2830801456894,0.07215581341797897,0.10532359495237786,-0.03768749924596073
2156.6949999999997,2156.6949999999997,159538.90695,159538.90695,2813.7461933474997,2813.7461933474997,0.0,0.0,0.0
3236.6649999999995,3456.1600000000003,244706.54975,181019.60014999998,4050.4106858793434,4156.048250720002,0.06781517395220106,0.26025845922417945,-0.026080704657662362
2483.7349999999997,2483.7349999999997,154522.079325,154522.079325,3130.3729278278015,3130.3729278278015,0.0,0.0,0.0
1994.885,2094.9400000000005,110714.90110000002,144331.337675,2542.2398120270136,2719.891364533267,0.05015577339044633,-0.30363064267778106,-0.06987993487703492
1828.06,1953.815,214115.20565,228305.70249999998,2589.2440115038157,2739.818141601586,0.0687915057492643,-0.06627505415564117,-0.058153704103893145
2022.175,2139.09,370739.209325,143296.0635,3023.788482793479,2761.795974142362,0.05781645999975284,0.6134855448364978,0.08664379474356601
1201.11,1222.635,81911.97589999999,76064.57505,1671.9134139476873,1676.3228240593153,0.017920923146089944,0.07138639723620677,-0.0026373435818165614
